time_s,Test_ID,command_pct,rpm,thrust_n,torque_nm,shaft_power_w,voltage_v,current_a,electrical_power_w,motor_temp_c,esc_temp_c,vibration_x_g,vibration_y_g,vibration_z_g,airflow_mps,ambient_temp_c
0.136719,0,0,3.24,0.0000,0.00000,0.00,50.296,1.202,60.47,23.426,23.423,-0.000272,0.004015,-0.000530,0.063,23.402
0.140625,0,0,0.79,0.0000,0.00000,0.00,50.299,1.085,54.55,23.427,23.423,-0.001654,0.006160,0.002720,0.033,23.402
0.144531,0,0,0.58,0.0672,0.00000,0.00,50.283,1.169,58.78,23.428,23.424,0.002687,0.001650,0.002358,0.000,23.402
0.148438,0,0,0.00,0.0198,0.00000,0.00,50.307,1.111,55.87,23.428,23.425,0.001494,0.003078,-0.000251,0.154,23.402
0.152344,0,0,0.00,0.0524,0.00714,0.00,50.287,1.207,60.72,23.429,23.425,0.003459,0.001807,0.003136,0.000,23.403
0.156250,0,0,0.00,0.0142,0.00000,0.00,50.307,1.183,59.52,23.430,23.426,0.000801,0.002846,0.001911,0.000,23.403
0.160156,0,0,2.01,0.0362,0.00000,0.00,50.316,1.010,50.84,23.430,23.426,0.004858,0.002596,0.002882,0.000,23.403
0.164063,0,0,0.00,0.0152,0.00000,0.00,50.318,1.228,61.77,23.431,23.427,-0.001775,0.004652,-0.000123,0.000,23.403
0.167969,0,0,0.00,0.0000,0.00000,0.00,50.310,1.144,57.56,23.432,23.428,0.000607,0.003028,0.001639,0.129,23.403
0.171875,0,0,0.68,0.0000,0.00000,0.00,50.301,1.297,65.25,23.433,23.428,0.003050,0.004276,-0.000344,0.000,23.403
0.175781,0,0,0.83,0.0000,0.00000,0.00,50.299,1.002,50.42,23.433,23.429,0.000694,0.005413,0.001033,0.066,23.403
0.179688,0,0,0.86,0.0121,0.00000,0.00,50.274,1.239,62.29,23.434,23.430,0.001532,0.004992,0.001325,0.028,23.403
0.183594,0,0,0.25,0.0134,0.00415,0.00,50.296,1.226,61.67,23.435,23.430,-0.001312,0.002562,-0.001090,0.000,23.403
0.187500,0,0,0.00,0.0467,0.00000,0.00,50.314,1.130,56.84,23.436,23.431,-0.000781,0.001097,0.001280,0.000,23.403
0.191406,0,0,0.00,0.0000,0.00000,0.00,50.306,1.103,55.48,23.436,23.431,0.002919,0.003246,0.002372,0.000,23.403
0.195313,0,0,0.00,0.0000,0.00102,0.00,50.296,1.159,58.32,23.437,23.432,0.003447,0.000902,0.001447,0.001,23.403
0.199219,0,0,1.19,0.0000,0.00000,0.00,50.319,1.182,59.49,23.438,23.433,0.001075,0.003014,0.000738,0.011,23.403
0.203125,0,0,0.00,0.0806,0.00000,0.00,50.301,1.093,54.99,23.438,23.433,0.004693,0.004571,0.001517,0.000,23.403
0.207031,0,0,0.00,0.0196,0.00000,0.00,50.337,1.168,58.77,23.439,23.434,0.001563,0.004991,0.002034,0.042,23.403
0.210938,0,0,0.00,0.0000,0.00000,0.00,50.323,1.140,57.35,23.440,23.435,0.002125,0.002896,-0.001176,0.057,23.404
0.214844,0,0,2.15,0.0000,0.00000,0.00,50.332,1.107,55.71,23.441,23.435,-0.001585,0.002040,0.002449,0.055,23.404
0.218750,0,0,0.37,0.0000,0.00454,0.00,50.309,1.260,63.38,23.441,23.436,0.000148,0.002503,0.002447,0.000,23.404
0.222656,0,0,0.00,0.0341,0.00000,0.00,50.316,1.083,54.48,23.442,23.436,0.000180,0.003551,0.001514,0.000,23.404
0.226563,0,0,2.73,0.0150,0.00205,0.00,50.260,1.324,66.55,23.443,23.437,0.002535,0.000736,0.004619,0.066,23.404
0.230469,0,0,3.03,0.0000,0.00372,0.00,50.300,1.154,58.05,23.443,23.438,0.000818,0.004124,-0.000179,0.000,23.404
0.234375,0,0,3.11,0.0000,0.00000,0.00,50.296,1.132,56.96,23.444,23.438,0.001618,0.003548,0.001360,0.000,23.404
0.238281,0,0,0.00,0.1146,0.00477,0.00,50.314,1.093,55.00,23.445,23.439,0.002290,0.005808,-0.000893,0.040,23.404
0.242188,0,0,0.00,0.0000,0.00000,0.00,50.292,1.250,62.85,23.446,23.440,0.001251,0.001267,0.001377,0.027,23.404
0.246094,0,0,0.00,0.0000,0.00000,0.00,50.309,1.171,58.92,23.446,23.440,0.002565,0.005777,0.002694,0.000,23.404
0.250000,0,0,0.00,0.0075,0.00000,0.00,50.307,1.183,59.52,23.447,23.441,0.000130,0.005404,0.001316,0.011,23.404
0.253906,0,0,0.00,0.0000,0.00316,0.00,50.281,1.140,57.31,23.448,23.441,-0.000615,0.002520,0.004024,0.043,23.404
0.257813,0,0,0.00,0.0000,0.00000,0.00,50.308,1.148,57.73,23.448,23.442,0.002433,0.003099,0.001826,0.000,23.404
0.261719,0,0,0.38,0.0000,0.00011,0.00,50.308,1.130,56.86,23.449,23.443,0.002205,0.005701,0.002556,0.041,23.404
0.265625,0,0,2.08,0.0184,0.00000,0.00,50.330,1.054,53.04,23.450,23.443,0.002405,0.002766,-0.000523,0.144,23.404
0.269531,0,0,2.35,0.0000,0.00000,0.00,50.300,1.154,58.05,23.451,23.444,0.001708,0.004600,0.003421,0.068,23.404
0.273438,0,0,0.00,0.0000,0.00000,0.00,50.319,1.174,59.09,23.451,23.444,0.000376,0.004678,0.000988,0.000,23.405
0.277344,0,0,0.00,0.1250,0.00000,0.00,50.303,1.190,59.84,23.452,23.445,0.002537,0.007067,0.003436,0.000,23.405
0.281250,0,0,0.46,0.0426,0.00000,0.00,50.335,1.128,56.76,23.453,23.446,-0.000463,0.002428,-0.001188,0.000,23.405
0.285156,0,0,5.45,0.0683,0.00562,0.00,50.313,1.269,63.85,23.453,23.446,0.002401,0.003964,0.001865,0.000,23.405
0.289063,0,0,0.23,0.0540,0.00164,0.00,50.300,1.089,54.80,23.454,23.447,0.002962,0.006500,0.002651,0.000,23.405
0.292969,0,0,1.67,0.0000,0.00613,0.00,50.304,1.199,60.31,23.455,23.447,0.003912,0.000556,0.001923,0.000,23.405
0.296875,0,0,0.00,0.0348,0.00432,0.00,50.312,1.071,53.87,23.455,23.448,0.001673,0.005574,-0.002539,0.075,23.405
0.300781,0,0,0.02,0.0000,0.00000,0.00,50.316,1.152,57.97,23.456,23.449,0.002537,0.003364,0.000081,0.022,23.405
0.304688,0,0,0.00,0.0810,0.00000,0.00,50.343,0.957,48.20,23.457,23.449,0.002249,0.001819,-0.001915,0.000,23.405
0.308594,0,0,0.34,0.0000,0.00000,0.00,50.312,1.108,55.72,23.457,23.450,0.000020,0.002510,-0.001270,0.037,23.405
0.312500,0,0,4.18,0.0000,0.00000,0.00,50.281,1.075,54.04,23.458,23.450,0.001214,0.009151,0.001290,0.030,23.405
0.316406,0,0,1.54,0.0000,0.00072,0.00,50.297,1.273,64.05,23.459,23.451,0.000620,0.003484,0.001676,0.000,23.405
0.320313,0,0,2.54,0.0673,0.00055,0.00,50.326,1.151,57.91,23.460,23.452,0.001842,0.005510,0.001151,0.000,23.405
0.324219,0,0,0.00,0.0557,0.00824,0.00,50.286,1.134,57.03,23.460,23.452,-0.003242,0.005286,0.001177,0.054,23.405
0.328125,0,0,0.00,0.0000,0.00000,0.00,50.295,1.187,59.72,23.461,23.453,-0.000374,0.004143,-0.000748,0.058,23.405
0.332031,0,0,3.17,0.0000,0.00271,0.00,50.286,1.187,59.69,23.462,23.453,0.001609,0.001867,0.002421,0.000,23.406
0.335938,0,0,2.90,0.0614,0.00561,0.00,50.314,1.058,53.21,23.462,23.454,0.002745,0.006256,0.003192,0.117,23.406
0.339844,0,0,0.40,0.0000,0.00000,0.00,50.286,1.204,60.54,23.463,23.455,-0.002671,0.004600,0.000195,0.000,23.406
0.343750,0,0,0.92,0.0318,0.01047,0.00,50.281,1.100,55.32,23.464,23.455,0.004061,0.006591,0.002851,0.000,23.406
0.347656,0,0,3.52,0.0008,0.00000,0.00,50.300,1.277,64.22,23.465,23.456,0.002673,0.004384,0.001266,0.000,23.406
0.351563,0,0,0.00,0.0227,0.00000,0.00,50.289,1.267,63.73,23.465,23.456,0.002660,0.001454,0.001353,0.054,23.406
0.355469,0,0,0.00,0.0000,0.00000,0.00,50.283,1.195,60.08,23.466,23.457,0.001645,0.001367,0.002169,0.000,23.406
0.359375,0,0,0.00,0.0000,0.00348,0.00,50.297,1.168,58.77,23.467,23.458,0.002339,0.002450,0.002607,0.003,23.406
0.363281,0,0,1.45,0.0041,0.00686,0.00,50.301,1.145,57.57,23.467,23.458,0.001193,0.005108,0.003040,0.000,23.406
0.367188,0,0,0.00,0.0000,0.00048,0.00,50.302,1.116,56.15,23.468,23.459,0.002886,0.004526,0.001352,0.019,23.406
0.371094,0,0,1.41,0.0000,0.00887,0.00,50.309,1.143,57.53,23.469,23.459,0.003091,0.005227,0.002578,0.015,23.406
0.375000,0,0,0.00,0.0000,0.00280,0.00,50.298,0.993,49.97,23.469,23.460,0.002080,0.005885,0.000836,0.018,23.406
0.378906,0,0,0.00,0.0162,0.00000,0.00,50.311,1.123,56.49,23.470,23.461,0.000009,0.002873,0.001529,0.000,23.406
0.382813,0,0,0.00,0.0407,0.00030,0.00,50.306,1.257,63.25,23.471,23.461,-0.000066,0.002341,0.001233,0.039,23.406
0.386719,0,0,0.00,0.0164,0.00000,0.00,50.326,1.057,53.21,23.471,23.462,-0.002697,0.003363,0.002892,0.124,23.406
0.390625,0,0,2.19,0.0268,0.00905,0.00,50.312,1.085,54.61,23.472,23.462,0.003761,0.004227,0.000695,0.000,23.407
0.394531,0,0,0.00,0.0000,0.00738,0.00,50.318,1.161,58.44,23.473,23.463,0.001649,0.004935,0.004324,0.000,23.407
0.398438,0,0,2.28,0.0133,0.00000,0.00,50.285,1.082,54.41,23.473,23.463,-0.000268,0.001203,0.003565,0.000,23.407
0.402344,0,0,0.00,0.0632,0.00371,0.00,50.324,1.187,59.71,23.474,23.464,0.001585,0.003516,0.001814,0.000,23.407
0.406250,0,0,0.81,0.0000,0.00172,0.00,50.274,1.168,58.70,23.475,23.465,0.001101,0.002155,0.000069,0.091,23.407
0.410156,0,0,0.80,0.0000,0.00000,0.00,50.308,1.200,60.36,23.476,23.465,0.001859,0.004787,0.000629,0.120,23.407
0.414063,0,0,2.01,0.0000,0.00000,0.00,50.276,1.291,64.88,23.476,23.466,0.001952,0.006825,0.001436,0.000,23.407
0.417969,0,0,2.70,0.0000,0.01079,0.00,50.331,0.982,49.43,23.477,23.466,0.002304,0.002937,0.000346,0.000,23.407
0.421875,0,0,0.31,0.0000,0.00000,0.00,50.275,1.207,60.66,23.478,23.467,0.002622,0.007732,0.000903,0.041,23.407
0.425781,0,0,3.96,0.0000,0.00290,0.00,50.314,1.140,57.34,23.478,23.468,0.003122,0.002198,0.001876,0.065,23.407
0.429688,0,0,0.17,0.0000,0.00148,0.00,50.294,1.227,61.73,23.479,23.468,-0.003842,0.004466,-0.000195,0.000,23.407
0.433594,0,0,0.00,0.0944,0.00000,0.00,50.297,1.172,58.93,23.480,23.469,-0.000017,0.003804,0.003662,0.106,23.407
0.437500,0,0,0.00,0.0123,0.00000,0.00,50.321,1.137,57.21,23.480,23.469,-0.001393,0.000666,0.000345,0.033,23.407
0.441406,0,0,0.00,0.0050,0.00001,0.00,50.284,1.245,62.58,23.481,23.470,-0.003134,0.002839,0.002872,0.000,23.407
0.445313,0,0,0.93,0.0000,0.00000,0.00,50.314,1.015,51.05,23.482,23.471,0.001094,0.005049,0.001390,0.000,23.407
0.449219,0,0,0.00,0.0028,0.00488,0.00,50.313,1.035,52.07,23.482,23.471,0.000199,0.002977,0.000068,0.066,23.407
0.453125,0,0,2.31,0.0503,0.00264,0.00,50.315,1.086,54.65,23.483,23.472,0.002172,0.004709,0.004541,0.000,23.408
0.457031,0,0,2.94,0.0000,0.00000,0.00,50.309,1.153,58.01,23.484,23.472,0.001606,0.003695,0.002772,0.000,23.408
0.460938,0,0,0.00,0.0214,0.00000,0.00,50.310,1.112,55.92,23.484,23.473,0.004332,0.005862,0.002072,0.020,23.408
0.464844,0,0,0.00,0.0097,0.00000,0.00,50.292,1.124,56.54,23.485,23.473,0.002065,0.003248,0.002171,0.000,23.408
0.468750,0,0,5.28,0.0000,0.00669,0.00,50.311,1.122,56.46,23.486,23.474,0.002990,0.004527,-0.000312,0.096,23.408
0.472656,0,0,1.75,0.0004,0.00040,0.00,50.292,1.109,55.79,23.486,23.475,0.002065,0.002796,0.003475,0.000,23.408
0.476563,0,0,0.99,0.0000,0.00000,0.00,50.274,1.225,61.56,23.487,23.475,0.000612,0.003789,0.000647,0.000,23.408
0.480469,0,0,0.68,0.0000,0.00614,0.00,50.308,1.037,52.16,23.488,23.476,0.001569,0.004761,0.004055,0.068,23.408
0.484375,0,0,2.26,0.0000,0.00677,0.00,50.300,1.204,60.55,23.489,23.476,0.003122,0.003782,0.000398,0.000,23.408
0.488281,0,0,0.00,0.0254,0.00153,0.00,50.275,1.133,56.97,23.489,23.477,0.000417,0.004571,0.001655,0.072,23.408
0.492188,0,0,0.00,0.0883,0.01003,0.00,50.321,1.049,52.81,23.490,23.477,0.001521,0.003092,0.000141,0.000,23.408
0.496094,0,0,0.00,0.0190,0.00000,0.00,50.314,1.110,55.86,23.490,23.478,0.002037,0.005305,-0.000909,0.074,23.408
0.500000,0,0,2.09,0.0117,0.00401,0.00,50.297,1.125,56.59,23.491,23.479,0.002041,0.004534,0.001522,0.046,23.408
0.503906,0,0,0.00,0.0250,0.00000,0.00,50.323,1.032,51.91,23.492,23.479,-0.001433,0.004974,-0.000328,0.000,23.408
0.507813,0,0,0.00,0.0049,0.01377,0.00,50.303,1.189,59.80,23.492,23.480,0.002507,0.003252,0.002433,0.047,23.408
0.511719,0,0,3.87,0.0346,0.00000,0.00,50.323,1.252,63.01,23.493,23.480,0.003692,0.004258,0.003677,0.092,23.409
0.515625,0,0,0.00,0.0000,0.00113,0.00,50.319,1.043,52.51,23.494,23.481,-0.002870,0.006721,-0.000273,0.000,23.409
0.519531,0,0,2.59,0.0000,0.00000,0.00,50.287,1.158,58.23,23.495,23.481,0.003296,0.007615,0.002862,0.000,23.409
0.523438,0,0,0.00,0.0000,0.00000,0.00,50.328,1.140,57.39,23.495,23.482,0.000854,0.004958,0.001464,0.000,23.409
0.527344,0,0,1.54,0.0233,0.00000,0.00,50.341,1.088,54.78,23.496,23.482,0.003487,0.004339,0.000524,0.000,23.409
0.531250,0,0,0.00,0.0000,0.00000,0.00,50.264,1.163,58.45,23.497,23.483,-0.002550,0.004732,0.001536,0.000,23.409
0.535156,0,0,1.32,0.0000,0.00000,0.00,50.294,1.214,61.05,23.497,23.484,0.001097,0.002404,0.000419,0.003,23.409
0.539063,0,0,3.57,0.0214,0.00905,0.00,50.327,1.163,58.51,23.498,23.484,0.004793,0.004620,0.002788,0.008,23.409
0.542969,0,0,1.06,0.0000,0.00000,0.00,50.290,1.175,59.12,23.499,23.485,0.001628,0.006814,0.001789,0.090,23.409
0.546875,0,0,0.00,0.0097,0.00000,0.00,50.280,1.187,59.67,23.499,23.485,0.001015,0.005314,0.001433,0.000,23.409
0.550781,0,0,4.98,0.0000,0.00000,0.00,50.319,1.127,56.71,23.500,23.486,0.002356,0.002766,0.003460,0.000,23.409
0.554688,0,0,0.00,0.0061,0.00000,0.00,50.275,1.186,59.61,23.501,23.487,0.002038,0.002913,0.002190,0.000,23.409
0.558594,0,0,0.00,0.0000,0.00000,0.00,50.282,1.244,62.55,23.501,23.487,0.004396,0.006292,0.003360,0.000,23.409
0.562500,0,0,1.15,0.0000,0.00110,0.00,50.317,1.091,54.91,23.502,23.488,0.001845,0.005289,0.001335,0.000,23.409
0.566406,0,0,0.00,0.0144,0.00000,0.00,50.294,1.177,59.18,23.503,23.488,0.000085,0.004039,0.003903,0.000,23.409
0.570313,0,0,0.00,0.0006,0.00527,0.00,50.290,1.064,53.51,23.503,23.489,0.001871,0.002497,0.003310,0.000,23.410
0.574219,0,0,0.00,0.0000,0.00000,0.00,50.313,1.060,53.32,23.504,23.489,-0.003629,0.001801,-0.000067,0.000,23.410
0.578125,0,0,0.00,0.0183,0.00157,0.00,50.302,1.152,57.92,23.505,23.490,0.001387,0.003109,0.002147,0.000,23.410
0.582031,0,0,0.00,0.0000,0.00345,0.00,50.305,1.089,54.78,23.505,23.491,-0.001360,0.004007,0.002834,0.000,23.410
0.585938,0,0,0.00,0.0000,0.00434,0.00,50.303,1.180,59.33,23.506,23.491,0.003506,0.003019,0.002403,0.008,23.410
0.589844,0,0,2.63,0.0458,0.00000,0.00,50.307,1.160,58.35,23.507,23.492,0.003377,0.002510,-0.000088,0.073,23.410
0.593750,0,0,3.99,0.0000,0.00000,0.00,50.329,1.176,59.21,23.507,23.492,0.005391,0.004419,0.001812,0.000,23.410
0.597656,0,0,2.71,0.0669,0.00000,0.00,50.328,1.083,54.50,23.508,23.493,0.003017,0.007023,-0.000907,0.000,23.410
0.601563,0,0,0.00,0.0000,0.00000,0.00,50.305,1.112,55.94,23.509,23.493,0.000921,0.006248,0.002921,0.038,23.410
0.605469,0,0,0.00,0.0446,0.00353,0.00,50.293,1.084,54.53,23.509,23.494,0.000550,0.004125,0.005249,0.070,23.410
0.609375,0,0,0.00,0.0000,0.00599,0.00,50.316,1.244,62.57,23.510,23.495,0.000742,0.005186,-0.000630,0.027,23.410
0.613281,0,0,0.99,0.0000,0.00275,0.00,50.338,1.029,51.81,23.511,23.495,0.000796,0.006280,0.001298,0.032,23.410
0.617188,0,0,2.73,0.0000,0.00519,0.00,50.319,1.033,52.00,23.511,23.496,0.003110,0.001356,0.003871,0.000,23.410
0.621094,0,0,0.00,0.0000,0.00000,0.00,50.315,1.097,55.17,23.512,23.496,-0.001208,0.002837,-0.000087,0.000,23.410
0.625000,0,0,0.00,0.0740,0.00000,0.00,50.308,1.238,62.26,23.513,23.497,0.003728,0.004300,0.000452,0.064,23.410
0.628906,0,0,0.00,0.0000,0.00296,0.00,50.321,1.071,53.91,23.513,23.497,0.001595,0.003067,0.002317,0.020,23.410
0.632813,0,0,0.44,0.0000,0.00000,0.00,50.303,1.187,59.72,23.514,23.498,0.000272,0.003945,0.003092,0.008,23.411
0.636719,0,0,0.24,0.0312,0.00200,0.00,50.343,1.160,58.39,23.515,23.498,-0.001009,0.003494,0.001879,0.076,23.411
0.640625,0,0,0.00,0.0000,0.00069,0.00,50.284,1.193,59.97,23.515,23.499,0.003128,0.004867,0.001999,0.047,23.411
0.644531,0,0,0.00,0.0000,0.00203,0.00,50.305,1.097,55.18,23.516,23.500,0.000413,0.003221,0.001921,0.000,23.411
0.648438,0,0,0.72,0.0000,0.00275,0.00,50.301,1.070,53.82,23.517,23.500,-0.000765,0.003247,0.002658,0.000,23.411
0.652344,0,0,6.02,0.0000,0.00346,0.00,50.308,1.066,53.61,23.517,23.501,0.002232,0.006283,0.002079,0.000,23.411
0.656250,0,0,0.00,0.0000,0.00000,0.00,50.323,1.142,57.48,23.518,23.501,0.002085,0.003021,0.002563,0.053,23.411
0.660156,0,0,6.10,0.0000,0.00000,0.00,50.305,1.226,61.66,23.519,23.502,0.003274,0.002430,0.002543,0.183,23.411
0.664063,0,0,0.00,0.0438,0.00000,0.00,50.319,1.187,59.71,23.519,23.502,0.001289,0.004291,-0.000860,0.009,23.411
0.667969,0,0,0.00,0.0000,0.00352,0.00,50.303,1.091,54.86,23.520,23.503,0.001158,0.007185,0.001399,0.000,23.411
0.671875,0,0,1.92,0.0000,0.00000,0.00,50.307,1.186,59.69,23.521,23.503,0.001433,0.005074,0.001303,0.000,23.411
0.675781,0,0,1.93,0.0329,0.00000,0.00,50.273,1.189,59.79,23.521,23.504,0.003083,0.005479,-0.000274,0.023,23.411
0.679688,0,0,2.63,0.0232,0.00190,0.00,50.288,1.178,59.24,23.522,23.505,0.003188,0.007369,0.002919,0.132,23.411
0.683594,0,0,5.95,0.0957,0.00000,0.00,50.282,1.062,53.41,23.523,23.505,0.006252,0.004234,0.001699,0.056,23.411
0.687500,0,0,2.35,0.0000,0.00000,0.00,50.305,1.133,57.01,23.523,23.506,-0.000034,0.004691,0.003501,0.000,23.411
0.691406,0,0,0.00,0.0391,0.00518,0.00,50.277,1.158,58.23,23.524,23.506,0.000951,0.005376,0.000508,0.048,23.412
0.695313,0,0,0.00,0.0000,0.00061,0.00,50.322,1.088,54.73,23.524,23.507,0.002429,0.004530,0.002637,0.098,23.412
0.699219,0,0,4.21,0.0000,0.00346,0.00,50.296,1.227,61.70,23.525,23.507,0.002919,0.004440,0.004732,0.000,23.412
0.703125,0,0,0.00,0.0000,0.00000,0.00,50.312,1.032,51.94,23.526,23.508,-0.000646,0.004124,0.002207,0.082,23.412
0.707031,0,0,0.00,0.0000,0.00000,0.00,50.320,1.097,55.18,23.526,23.508,0.000099,0.003906,0.004116,0.000,23.412
0.710938,0,0,1.08,0.0000,0.00000,0.00,50.283,1.134,57.02,23.527,23.509,-0.000329,0.006977,0.001940,0.124,23.412
0.714844,0,0,0.00,0.0789,0.00262,0.00,50.293,1.193,59.98,23.528,23.510,-0.001105,0.003020,0.001623,0.000,23.412
0.718750,0,0,1.26,0.0111,0.00699,0.00,50.283,1.158,58.21,23.528,23.510,-0.000488,0.005077,0.003685,0.026,23.412
0.722656,0,0,0.00,0.0385,0.00000,0.00,50.299,1.125,56.60,23.529,23.511,0.000049,0.001499,0.001328,0.004,23.412
0.726563,0,0,0.00,0.0519,0.00000,0.00,50.296,1.200,60.38,23.530,23.511,0.003269,0.006490,0.000179,0.030,23.412
0.730469,0,0,0.00,0.0000,0.00923,0.00,50.321,1.124,56.58,23.530,23.512,0.001052,0.004534,0.001122,0.026,23.412
0.734375,0,0,4.40,0.0465,0.00000,0.00,50.296,1.086,54.63,23.531,23.512,0.005000,0.005823,0.004061,0.017,23.412
0.738281,0,0,0.00,0.0000,0.00000,0.00,50.302,1.150,57.84,23.532,23.513,0.001817,0.004366,0.001010,0.006,23.412
0.742188,0,0,2.41,0.0000,0.00702,0.00,50.304,1.172,58.97,23.532,23.513,0.003307,0.005616,0.004356,0.102,23.412
0.746094,0,0,0.00,0.0057,0.00024,0.00,50.260,1.223,61.47,23.533,23.514,0.002437,0.001804,0.000631,0.000,23.412
0.750000,0,0,0.00,0.0000,0.00315,0.00,50.318,1.102,55.47,23.534,23.515,0.001861,0.005333,0.002509,0.085,23.412
0.753906,0,0,0.00,0.0467,0.00923,0.00,50.284,1.140,57.30,23.534,23.515,-0.000829,0.005064,-0.000105,0.000,23.413
0.757813,0,0,0.24,0.0097,0.00153,0.00,50.299,1.077,54.19,23.535,23.516,0.000707,0.003012,0.002192,0.000,23.413
