time_s,Test_ID,command_pct,rpm,thrust_n,torque_nm,shaft_power_w,voltage_v,current_a,electrical_power_w,motor_temp_c,esc_temp_c,vibration_x_g,vibration_y_g,vibration_z_g,airflow_mps,ambient_temp_c,operator_note
0.185000,0,0,0.00,0.0000,0.00525,0.00,50.283,1.165,58.59,22.034,22.030,0.003521,0.001316,0.001020,0.061,22.003,idle_or_transition
0.190000,0,0,0.18,0.0000,0.00366,0.00,50.309,1.180,59.36,22.035,22.031,0.003078,0.003601,0.001240,0.000,22.003,idle_or_transition
0.195000,0,0,0.00,0.0463,0.00000,0.00,50.285,1.187,59.69,22.036,22.032,0.001773,0.004217,0.003668,0.075,22.003,idle_or_transition
0.200000,0,0,0.00,0.1008,0.00292,0.00,50.324,1.136,57.17,22.037,22.032,-0.001255,0.004305,0.002022,0.091,22.003,idle_or_transition
0.205000,0,0,1.34,0.0111,0.00137,0.00,50.302,1.195,60.13,22.038,22.033,0.002929,0.003349,0.001262,0.071,22.003,idle_or_transition
0.210000,0,0,0.00,0.0000,0.00301,0.00,50.317,1.261,63.47,22.039,22.034,0.001023,0.006251,-0.000145,0.040,22.003,idle_or_transition
0.215000,0,0,0.00,0.0424,0.00000,0.00,50.307,1.179,59.32,22.040,22.035,0.002680,0.005557,0.000726,0.005,22.004,idle_or_transition
0.220000,0,0,3.17,0.0000,0.00168,0.00,50.310,1.134,57.04,22.041,22.036,0.000557,0.002066,0.002744,0.000,22.004,idle_or_transition
0.225000,0,0,7.18,0.0433,0.00000,0.00,50.309,1.196,60.18,22.042,22.036,0.005611,0.006533,0.002298,0.066,22.004,idle_or_transition
0.230000,0,0,3.45,0.0344,0.00093,0.00,50.300,1.102,55.43,22.043,22.037,-0.000972,0.004926,0.003804,0.086,22.004,idle_or_transition
0.235000,0,0,0.00,0.0519,0.00209,0.00,50.314,1.143,57.49,22.044,22.038,-0.001253,0.000800,-0.001016,0.000,22.004,idle_or_transition
0.240000,0,0,3.77,0.0047,0.00640,0.00,50.313,1.058,53.24,22.045,22.039,0.002460,0.003203,0.002543,0.000,22.004,idle_or_transition
0.245000,0,0,5.82,0.0819,0.00000,0.00,50.312,1.118,56.23,22.045,22.039,0.002922,0.005330,0.002861,0.047,22.004,idle_or_transition
0.250000,0,0,0.72,0.0224,0.00330,0.00,50.281,1.185,59.60,22.046,22.040,0.002742,0.001443,-0.000225,0.061,22.004,idle_or_transition
0.255000,0,0,0.00,0.0000,0.00793,0.00,50.319,1.055,53.07,22.047,22.041,0.004913,0.006171,0.001281,0.000,22.004,idle_or_transition
0.260000,0,0,0.25,0.0000,0.00000,0.00,50.321,1.220,61.39,22.048,22.042,0.001552,0.003948,0.001393,0.003,22.004,idle_or_transition
0.265000,0,0,0.00,0.0477,0.00518,0.00,50.311,1.135,57.09,22.049,22.042,0.002443,0.002943,0.003045,0.120,22.004,idle_or_transition
0.270000,0,0,0.52,0.0000,0.00000,0.00,50.306,1.255,63.14,22.050,22.043,0.003051,0.003606,0.002567,0.000,22.004,idle_or_transition
0.275000,0,0,0.16,0.0000,0.00000,0.00,50.305,1.133,56.98,22.051,22.044,0.000166,0.002844,0.003011,0.027,22.005,idle_or_transition
0.280000,0,0,6.12,0.0981,0.00000,0.00,50.307,1.170,58.84,22.052,22.045,0.002257,0.006426,0.005023,0.000,22.005,idle_or_transition
0.285000,0,0,0.05,0.0009,0.00000,0.00,50.299,1.129,56.80,22.053,22.046,-0.001009,0.003358,0.001050,0.000,22.005,idle_or_transition
0.290000,0,0,0.00,0.0000,0.00000,0.00,50.308,1.109,55.78,22.054,22.046,0.002828,0.000801,0.002307,0.143,22.005,idle_or_transition
0.295000,0,0,2.91,0.0522,0.00608,0.00,50.311,1.163,58.50,22.055,22.047,0.001712,0.007059,0.003808,0.076,22.005,idle_or_transition
0.300000,0,0,3.80,0.0000,0.00000,0.00,50.286,1.127,56.69,22.055,22.048,0.003283,0.005929,0.001648,0.017,22.005,idle_or_transition
0.305000,0,0,0.00,0.0045,0.00512,0.00,50.299,1.058,53.21,22.056,22.049,-0.000753,0.004276,0.000346,0.000,22.005,idle_or_transition
0.310000,0,0,6.07,0.0059,0.00000,0.00,50.292,1.209,60.80,22.057,22.049,0.002627,0.007646,0.001912,0.039,22.005,idle_or_transition
0.315000,0,0,0.00,0.0000,0.00296,0.00,50.308,1.109,55.79,22.058,22.050,0.000300,0.002982,0.001958,0.174,22.005,idle_or_transition
0.320000,0,0,1.61,0.0222,0.00000,0.00,50.310,1.141,57.40,22.059,22.051,-0.000110,0.003300,0.003137,0.122,22.005,idle_or_transition
0.325000,0,0,0.00,0.0074,0.00000,0.00,50.292,1.246,62.65,22.060,22.052,0.002157,0.002510,0.002493,0.000,22.005,idle_or_transition
0.330000,0,0,0.73,0.0000,0.00000,0.00,50.304,1.094,55.02,22.061,22.053,0.001351,0.006662,0.001687,0.028,22.005,idle_or_transition
0.335000,0,0,0.00,0.0000,0.00000,0.00,50.343,1.130,56.89,22.062,22.053,0.001797,0.003249,0.002470,0.000,22.006,idle_or_transition
0.340000,0,0,0.00,0.0000,0.00000,0.00,50.327,1.252,62.99,22.063,22.054,-0.000450,0.002935,0.003738,0.000,22.006,idle_or_transition
0.345000,0,0,3.70,0.0000,0.00000,0.00,50.335,0.992,49.94,22.063,22.055,0.004348,0.000668,0.001034,0.000,22.006,idle_or_transition
0.350000,0,0,0.00,0.0000,0.00000,0.00,50.283,1.174,59.02,22.064,22.056,0.000442,0.003034,0.003080,0.108,22.006,idle_or_transition
0.355000,0,0,0.00,0.0000,0.00000,0.00,50.299,1.118,56.25,22.065,22.056,0.000787,0.002350,0.001435,0.051,22.006,idle_or_transition
0.360000,0,0,0.00,0.0000,0.00000,0.00,50.294,1.190,59.83,22.066,22.057,0.002615,0.003868,0.000407,0.026,22.006,idle_or_transition
0.365000,0,0,0.28,0.0000,0.00819,0.00,50.303,1.161,58.40,22.067,22.058,0.001957,0.005762,0.002232,0.008,22.006,idle_or_transition
0.370000,0,0,0.00,0.0735,0.00000,0.00,50.313,1.179,59.31,22.068,22.059,0.003091,0.002460,0.002234,0.000,22.006,idle_or_transition
0.375000,0,0,2.05,0.0168,0.00083,0.00,50.293,1.183,59.49,22.069,22.059,-0.000627,0.005688,0.000681,0.000,22.006,idle_or_transition
0.380000,0,0,0.54,0.0000,0.00000,0.00,50.308,1.200,60.36,22.070,22.060,0.001462,0.001043,0.003682,0.147,22.006,idle_or_transition
0.385000,0,0,1.55,0.0000,0.00000,0.00,50.284,1.128,56.75,22.071,22.061,0.001976,0.002854,0.002855,0.000,22.006,idle_or_transition
0.390000,0,0,0.00,0.0000,0.00409,0.00,50.314,1.130,56.88,22.071,22.062,0.001605,0.001537,0.003615,0.000,22.006,idle_or_transition
0.395000,0,0,0.00,0.0314,0.00000,0.00,50.317,1.212,60.99,22.072,22.063,0.003816,0.004373,0.001387,0.000,22.007,idle_or_transition
0.400000,0,0,1.73,0.0000,0.00245,0.00,50.331,1.211,60.94,22.073,22.063,0.002157,0.000277,0.001400,0.000,22.007,idle_or_transition
0.405000,0,0,0.00,0.0330,0.00000,0.00,50.312,1.073,53.98,22.074,22.064,0.002430,0.005921,0.001544,0.000,22.007,idle_or_transition
0.410000,0,0,1.98,0.0364,0.00821,0.00,50.303,1.149,57.79,22.075,22.065,0.005081,0.004312,0.001682,0.117,22.007,idle_or_transition
0.415000,0,0,3.20,0.0456,0.00201,0.00,50.307,1.120,56.33,22.076,22.066,0.001051,0.001658,0.001537,0.046,22.007,idle_or_transition
0.420000,0,0,0.00,0.0401,0.00000,0.00,50.285,1.247,62.69,22.077,22.066,0.000661,0.003328,0.003876,0.012,22.007,idle_or_transition
0.425000,0,0,2.00,0.0619,0.00000,0.00,50.316,1.037,52.16,22.078,22.067,0.002941,0.002588,0.002594,0.002,22.007,idle_or_transition
0.430000,0,0,0.00,0.0814,0.00714,0.00,50.285,1.195,60.10,22.079,22.068,-0.001005,0.006708,0.000793,0.000,22.007,idle_or_transition
0.435000,0,0,2.35,0.0000,0.00000,0.00,50.310,1.164,58.54,22.079,22.069,0.000672,-0.000276,0.005350,0.000,22.007,idle_or_transition
0.440000,0,0,0.00,0.0139,0.00000,0.00,50.307,1.288,64.79,22.080,22.069,0.001956,0.002195,0.004983,0.000,22.007,idle_or_transition
0.445000,0,0,0.17,0.0000,0.00306,0.00,50.285,1.134,57.04,22.081,22.070,0.000994,0.005849,0.001161,0.000,22.007,idle_or_transition
0.450000,0,0,1.27,0.0000,0.00000,0.00,50.282,1.141,57.37,22.082,22.071,0.003506,0.003306,0.003051,0.040,22.007,idle_or_transition
0.455000,0,0,2.07,0.0000,0.00000,0.00,50.321,1.050,52.83,22.083,22.072,0.002290,0.007323,0.000837,0.158,22.008,idle_or_transition
0.460000,0,0,0.00,0.0152,0.00000,0.00,50.313,1.109,55.79,22.084,22.072,0.000453,0.006390,0.002970,0.056,22.008,idle_or_transition
0.465000,0,0,2.83,0.0302,0.00525,0.00,50.294,1.114,56.04,22.085,22.073,0.001551,0.004599,0.001338,0.032,22.008,idle_or_transition
0.470000,0,0,0.00,0.0601,0.00395,0.00,50.325,1.187,59.75,22.086,22.074,0.002029,0.002801,0.001084,0.050,22.008,idle_or_transition
0.475000,0,0,0.00,0.0000,0.00000,0.00,50.320,1.171,58.93,22.086,22.075,0.002376,0.005381,0.004104,0.058,22.008,idle_or_transition
0.480000,0,0,0.00,0.0000,0.00000,0.00,50.303,1.209,60.79,22.087,22.075,0.002822,0.004440,0.000205,0.036,22.008,idle_or_transition
0.485000,0,0,1.36,0.0000,0.00000,0.00,50.298,1.213,60.99,22.088,22.076,0.001646,0.001417,0.004077,0.050,22.008,idle_or_transition
0.490000,0,0,2.64,0.0614,0.00047,0.00,50.292,1.252,62.96,22.089,22.077,0.002534,0.004207,0.002231,0.000,22.008,idle_or_transition
0.495000,0,0,0.00,0.0069,0.00435,0.00,50.315,1.227,61.71,22.090,22.078,0.001202,0.005286,0.003715,0.010,22.008,idle_or_transition
0.500000,0,0,3.17,0.0027,0.00000,0.00,50.303,1.169,58.81,22.091,22.079,0.002963,0.003268,0.002425,0.000,22.008,idle_or_transition
0.505000,0,0,0.30,0.0000,0.00000,0.00,50.302,1.094,55.01,22.092,22.079,0.001255,0.003001,0.000348,0.000,22.008,idle_or_transition
0.510000,0,0,0.00,0.0627,0.00061,0.00,50.287,1.272,63.96,22.093,22.080,0.004211,0.003935,0.002424,0.000,22.008,idle_or_transition
0.515000,0,0,0.00,0.0000,0.00000,0.00,50.319,1.234,62.10,22.094,22.081,0.001233,0.006010,0.002462,0.000,22.009,idle_or_transition
0.520000,0,0,0.00,0.0000,0.00000,0.00,50.292,1.221,61.41,22.095,22.082,0.004094,0.004678,0.004456,0.030,22.009,idle_or_transition
0.525000,0,0,0.00,0.0581,0.00000,0.00,50.303,1.189,59.83,22.096,22.082,0.002198,0.005006,-0.000110,0.000,22.009,idle_or_transition
0.530000,0,0,1.05,0.0141,0.00000,0.00,50.273,1.145,57.58,22.097,22.083,0.001359,0.003988,0.000052,0.000,22.009,idle_or_transition
0.535000,0,0,1.96,0.0482,0.00405,0.00,50.306,1.206,60.67,22.097,22.084,0.005516,0.002734,0.002408,0.000,22.009,idle_or_transition
0.540000,0,0,0.00,0.0000,0.00000,0.00,50.297,1.131,56.88,22.098,22.085,-0.001603,0.001689,0.001946,0.026,22.009,idle_or_transition
0.545000,0,0,0.00,0.0304,0.00000,0.00,50.275,1.244,62.53,22.099,22.085,0.005171,0.005378,0.003548,0.000,22.009,idle_or_transition
0.550000,0,0,3.64,0.0078,0.00563,0.00,50.322,1.188,59.78,22.100,22.086,0.004406,0.006827,0.003634,0.000,22.009,idle_or_transition
0.555000,0,0,1.98,0.0702,0.00000,0.00,50.285,1.197,60.18,22.101,22.087,0.001543,0.001379,0.002354,0.068,22.009,idle_or_transition
0.560000,0,0,0.00,0.0000,0.00103,0.00,50.341,1.104,55.56,22.102,22.088,0.002615,0.001808,0.000425,0.041,22.009,idle_or_transition
0.565000,0,0,3.89,0.0000,0.00000,0.00,50.296,1.123,56.48,22.103,22.088,0.002792,0.007150,0.001786,0.029,22.009,idle_or_transition
0.570000,0,0,0.00,0.0008,0.00537,0.00,50.332,1.094,55.04,22.104,22.089,0.003790,0.004443,0.004411,0.000,22.009,idle_or_transition
0.575000,0,0,0.00,0.0297,0.00293,0.00,50.318,1.106,55.63,22.104,22.090,0.000896,0.003851,0.001520,0.000,22.010,idle_or_transition
0.580000,0,0,1.84,0.0182,0.00106,0.00,50.304,1.108,55.74,22.105,22.091,0.005406,0.002928,0.001176,0.000,22.010,idle_or_transition
0.585000,0,0,5.04,0.0369,0.00038,0.00,50.328,1.114,56.05,22.106,22.091,0.003307,0.006558,0.000968,0.062,22.010,idle_or_transition
0.590000,0,0,0.00,0.0000,0.00000,0.00,50.312,1.068,53.75,22.107,22.092,-0.001025,0.005417,-0.000343,0.062,22.010,idle_or_transition
0.595000,0,0,0.00,0.0291,0.00592,0.00,50.322,1.146,57.65,22.108,22.093,0.003533,0.003211,0.002631,0.000,22.010,idle_or_transition
0.600000,0,0,0.86,0.0748,0.00506,0.00,50.313,1.054,53.01,22.109,22.093,0.001846,0.002731,-0.000297,0.034,22.010,idle_or_transition
0.605000,0,0,3.30,0.0000,0.00694,0.00,50.299,1.197,60.22,22.109,22.094,0.004349,0.004737,0.001644,0.000,22.010,idle_or_transition
0.610000,0,0,0.00,0.0000,0.00498,0.00,50.306,1.193,60.04,22.110,22.095,-0.000755,0.006763,-0.000463,0.020,22.010,idle_or_transition
0.615000,0,0,0.00,0.0000,0.00000,0.00,50.305,1.163,58.52,22.111,22.096,0.001634,0.004609,0.000070,0.009,22.010,idle_or_transition
0.620000,0,0,2.22,0.0243,0.00000,0.00,50.303,1.182,59.44,22.112,22.096,0.003893,0.004670,0.000857,0.040,22.010,idle_or_transition
0.625000,0,0,4.82,0.0000,0.00822,0.00,50.294,1.188,59.77,22.113,22.097,0.005278,0.004981,0.003305,0.000,22.010,idle_or_transition
0.630000,0,0,1.67,0.0000,0.00000,0.00,50.301,1.232,61.98,22.114,22.098,0.000705,0.004103,-0.000211,0.092,22.010,idle_or_transition
0.635000,0,0,0.00,0.0000,0.00254,0.00,50.310,1.270,63.91,22.115,22.099,0.003488,0.003153,-0.000656,0.039,22.011,idle_or_transition
0.640000,0,0,2.18,0.0186,0.00000,0.00,50.314,1.119,56.30,22.116,22.099,-0.000066,0.006127,0.000532,0.000,22.011,idle_or_transition
0.645000,0,0,0.00,0.0000,0.00000,0.00,50.298,1.148,57.75,22.117,22.100,0.000347,0.002113,0.003624,0.000,22.011,idle_or_transition
0.650000,0,0,1.23,0.0000,0.00000,0.00,50.308,1.186,59.67,22.117,22.101,0.003002,0.003272,0.003240,0.032,22.011,idle_or_transition
0.655000,0,0,0.00,0.0000,0.00000,0.00,50.291,1.263,63.53,22.118,22.102,0.001165,0.001648,0.003544,0.024,22.011,idle_or_transition
0.660000,0,0,0.00,0.0000,0.00153,0.00,50.312,1.252,63.01,22.119,22.102,0.002512,0.001648,0.000842,0.026,22.011,idle_or_transition
0.665000,0,0,4.54,0.0000,0.00000,0.00,50.313,1.145,57.61,22.120,22.103,0.004053,0.005068,0.003036,0.000,22.011,idle_or_transition
0.670000,0,0,0.00,0.0000,0.00445,0.00,50.294,1.254,63.08,22.121,22.104,-0.000107,-0.000890,0.000687,0.011,22.011,idle_or_transition
0.675000,0,0,4.37,0.0243,0.00000,0.00,50.280,1.110,55.84,22.122,22.105,0.003310,0.003377,0.003059,0.012,22.011,idle_or_transition
0.680000,0,0,0.93,0.0287,0.00417,0.00,50.317,1.090,54.87,22.123,22.105,0.002053,0.005150,0.002443,0.018,22.011,idle_or_transition
0.685000,0,0,5.56,0.0495,0.00000,0.00,50.303,1.135,57.09,22.124,22.106,0.004619,0.000934,0.001919,0.078,22.011,idle_or_transition
0.690000,0,0,3.17,0.0000,0.00000,0.00,50.324,1.109,55.83,22.124,22.107,0.005010,0.006255,0.002515,0.089,22.011,idle_or_transition
0.695000,0,0,1.96,0.0396,0.00101,0.00,50.304,1.167,58.71,22.125,22.107,0.003293,0.001718,0.004442,0.051,22.012,idle_or_transition
0.700000,0,0,3.24,0.0380,0.00013,0.00,50.346,0.972,48.92,22.126,22.108,0.000786,0.007954,0.001361,0.000,22.012,idle_or_transition
0.705000,0,0,0.00,0.0894,0.00000,0.00,50.338,1.090,54.87,22.127,22.109,-0.000709,0.003189,-0.000196,0.000,22.012,idle_or_transition
0.710000,0,0,0.20,0.0000,0.00000,0.00,50.284,1.150,57.81,22.128,22.109,-0.001207,0.001727,-0.001089,0.033,22.012,idle_or_transition
0.715000,0,0,0.71,0.0074,0.00490,0.00,50.313,1.132,56.94,22.128,22.110,-0.000255,0.003178,0.000201,0.071,22.012,idle_or_transition
0.720000,0,0,0.05,0.0000,0.00000,0.00,50.304,1.135,57.10,22.129,22.111,-0.000782,0.005292,0.002246,0.000,22.012,idle_or_transition
0.725000,0,0,0.00,0.0128,0.00997,0.00,50.306,1.169,58.80,22.130,22.112,0.005106,0.001928,0.004178,0.010,22.012,idle_or_transition
0.730000,0,0,2.07,0.0092,0.00000,0.00,50.312,1.093,55.00,22.131,22.112,0.001700,0.003991,0.001771,0.017,22.012,idle_or_transition
0.735000,0,0,3.61,0.0000,0.00134,0.00,50.283,1.101,55.38,22.132,22.113,0.004191,0.006668,0.005706,0.071,22.012,idle_or_transition
0.740000,0,0,0.00,0.0000,0.00000,0.00,50.299,1.161,58.41,22.133,22.114,0.001309,0.006075,0.001816,0.000,22.012,idle_or_transition
0.745000,0,0,8.24,0.0081,0.00000,0.00,50.279,1.124,56.53,22.133,22.114,0.004825,0.008160,0.002934,0.139,22.012,idle_or_transition
0.750000,0,0,2.05,0.0000,0.00000,0.00,50.330,1.065,53.58,22.134,22.115,0.003822,0.003585,0.003447,0.064,22.012,idle_or_transition
0.755000,0,0,0.00,0.0155,0.00000,0.00,50.347,1.117,56.25,22.135,22.116,0.002680,0.005976,-0.000390,0.000,22.013,idle_or_transition
0.760000,0,0,1.68,0.0475,0.00000,0.00,50.328,1.076,54.16,22.136,22.116,0.001918,0.006065,0.003383,0.145,22.013,idle_or_transition
0.765000,0,0,0.61,0.0000,0.00000,0.00,50.304,1.149,57.81,22.137,22.117,0.004661,0.003033,0.005056,0.123,22.013,idle_or_transition
0.770000,0,0,0.00,0.0000,0.00584,0.00,50.291,1.253,63.00,22.138,22.118,-0.000197,0.000857,0.003301,0.000,22.013,idle_or_transition
0.775000,0,0,5.29,0.0184,0.00609,0.00,50.292,1.139,57.28,22.138,22.119,0.005719,0.006303,0.003181,0.000,22.013,idle_or_transition
0.780000,0,0,0.00,0.0168,0.00000,0.00,50.293,1.095,55.05,22.139,22.119,0.001789,0.003415,0.003996,0.000,22.013,idle_or_transition
0.785000,0,0,1.97,0.0311,0.00000,0.00,50.321,1.045,52.59,22.140,22.120,0.004486,0.004307,0.001402,0.085,22.013,idle_or_transition
0.790000,0,0,2.53,0.0383,0.00669,0.00,50.299,1.149,57.78,22.141,22.121,0.002985,0.005054,0.001667,0.000,22.013,idle_or_transition
0.795000,0,0,3.63,0.0019,0.00363,0.00,50.313,1.228,61.79,22.142,22.121,0.000749,0.005058,0.003076,0.025,22.013,idle_or_transition
0.800000,0,0,1.07,0.0084,0.00000,0.00,50.312,1.116,56.13,22.143,22.122,0.002107,0.003930,0.002333,0.104,22.013,idle_or_transition
0.805000,0,0,1.30,0.0223,0.00000,0.00,50.299,1.075,54.08,22.143,22.123,0.001171,0.006169,0.002236,0.081,22.013,idle_or_transition
0.810000,0,0,0.00,0.1144,0.00000,0.00,50.327,1.180,59.37,22.144,22.123,0.000968,0.004806,-0.000681,0.067,22.013,idle_or_transition
0.815000,0,0,3.95,0.0359,0.00228,0.00,50.304,1.161,58.40,22.145,22.124,0.001835,0.003709,0.001778,0.014,22.014,idle_or_transition
0.820000,0,0,0.00,0.0000,0.00000,0.00,50.306,1.151,57.89,22.146,22.125,0.000559,0.000756,-0.000252,0.033,22.014,idle_or_transition
0.825000,0,0,1.31,0.0531,0.00000,0.00,50.315,1.137,57.18,22.147,22.125,-0.000997,0.005452,0.000536,0.028,22.014,idle_or_transition
0.830000,0,0,0.00,0.0349,0.00000,0.00,50.349,1.005,50.58,22.147,22.126,0.002717,0.004498,0.002512,0.004,22.014,idle_or_transition
0.835000,0,0,0.48,0.0000,0.00000,0.00,50.298,1.165,58.60,22.148,22.127,0.002270,0.007036,0.003643,0.000,22.014,idle_or_transition
0.840000,0,0,2.98,0.0000,0.00349,0.00,50.322,1.071,53.88,22.149,22.127,0.003194,0.008473,0.002052,0.000,22.014,idle_or_transition
0.845000,0,0,0.00,0.0066,0.00300,0.00,50.321,1.226,61.70,22.150,22.128,0.003072,0.002197,-0.000741,0.024,22.014,idle_or_transition
0.850000,0,0,0.18,0.0000,0.00000,0.00,50.302,1.129,56.77,22.151,22.129,-0.001376,0.002291,0.001021,0.000,22.014,idle_or_transition
0.855000,0,0,0.00,0.0000,0.00780,0.00,50.323,1.030,51.81,22.152,22.129,-0.002461,0.003241,0.003112,0.019,22.014,idle_or_transition
0.860000,0,0,0.00,0.0657,0.00000,0.00,50.337,1.087,54.74,22.152,22.130,0.005482,-0.001764,0.004063,0.000,22.014,idle_or_transition
0.865000,0,0,0.00,0.0000,0.00000,0.00,50.327,1.026,51.62,22.153,22.131,0.000770,0.001677,0.002046,0.000,22.014,idle_or_transition
0.870000,0,0,0.00,0.0050,0.00170,0.00,50.310,1.084,54.52,22.154,22.131,0.005177,0.001576,-0.000182,0.019,22.014,idle_or_transition
